DATE,CBBTCUSD
9/13/2021,44969.02
9/14/2021,47096.48
9/15/2021,48106.71
9/16/2021,47772.7
9/17/2021,47337.8
9/18/2021,48300.04
9/19/2021,47270.75
9/20/2021,42991.14
9/21/2021,40656.13
9/22/2021,43544.09
9/23/2021,44892.71
9/24/2021,42816.65
9/25/2021,42682.26
9/26/2021,43142.04
9/27/2021,42214.52
9/28/2021,41006.19
9/29/2021,41522.49
9/30/2021,43834.03
10/1/2021,48145.34
10/2/2021,47692.85
10/3/2021,48179.83
10/4/2021,49248.68
10/5/2021,51441.74
10/6/2021,55278.64
10/7/2021,53844.74
10/8/2021,53983.21
10/9/2021,54951.3
10/10/2021,54655.3
10/11/2021,57440.05
10/12/2021,56019.29
10/13/2021,57372.59
10/14/2021,57327.09
10/15/2021,61682.48
10/16/2021,60880.85
10/17/2021,61541.01
10/18/2021,62036.95
10/19/2021,64353.53
10/20/2021,66005.17
10/21/2021,62152.09
10/22/2021,60671.75
10/23/2021,61308.09
10/24/2021,60889.41
10/25/2021,63102.83
10/26/2021,60341.21
10/27/2021,58517.61
10/28/2021,60577.62
10/29/2021,62316.4
10/30/2021,62062.88
10/31/2021,61333.45
11/1/2021,60950
11/2/2021,63357.2
11/3/2021,62944.4
11/4/2021,61499.24
11/5/2021,61000.01
11/6/2021,61539.3
11/7/2021,63433.66
11/8/2021,67510.06
11/9/2021,66967.98
11/10/2021,64896.86
11/11/2021,64793.69
11/12/2021,64158.51
11/13/2021,64482.54
11/14/2021,65714.05
11/15/2021,63441.68
11/16/2021,60147.32
11/17/2021,60314.28
11/18/2021,57017.38
11/19/2021,58187.85
11/20/2021,59771.71
11/21/2021,58742.9
11/22/2021,56254.57
11/23/2021,57599.99
11/24/2021,57255.24
11/25/2021,59022.44
11/26/2021,53839.39
11/27/2021,54665.93
11/28/2021,57471.87
11/29/2021,57828.33
11/30/2021,56879.47
12/1/2021,57228.47
12/2/2021,56566.29
12/3/2021,53681.96
12/4/2021,49335
12/5/2021,49511.76
12/6/2021,50588.91
12/7/2021,50676.09
12/8/2021,50531.51
12/9/2021,47639.07
12/10/2021,47268.48
12/11/2021,49432.46
12/12/2021,50065.39
12/13/2021,46639.86
12/14/2021,48343.16
12/15/2021,48885.97
12/16/2021,47605.48
12/17/2021,46240.15
12/18/2021,46813.13
12/19/2021,46683.77
12/20/2021,46963.71
12/21/2021,48954.47
12/22/2021,48646.94
12/23/2021,50840.46
12/24/2021,50815.7
12/25/2021,50395.07
12/26/2021,50841.73
12/27/2021,50663.26
12/28/2021,47594.55
12/29/2021,46518.8
12/30/2021,47097.85
12/31/2021,46244.63
1/1/2022,47748.83
1/2/2022,47258.52
1/3/2022,46519.76
1/4/2022,45889.4
1/5/2022,43422.85
1/6/2022,43133.33
1/7/2022,41656.16
1/8/2022,41667.48
1/9/2022,41838.78
1/10/2022,41872.47
1/11/2022,42771.24
1/12/2022,43884.25
1/13/2022,42617.64
1/14/2022,43158.68
1/15/2022,43082.34
1/16/2022,43137.67
1/17/2022,42285.47
1/18/2022,42411.61
1/19/2022,41723.49
1/20/2022,40696.22
1/21/2022,36513.29
1/22/2022,35108.16
1/23/2022,36233.04
1/24/2022,36643.49
1/25/2022,36976.64
1/26/2022,36838.9
1/27/2022,37139.68
1/28/2022,37677.8
1/29/2022,38166.62
1/30/2022,37918.6
1/31/2022,38430.3
2/1/2022,38745.11
2/2/2022,36905.98
2/3/2022,37238.31
2/4/2022,41545.39
2/5/2022,41447.5
2/6/2022,42496.61
2/7/2022,43897.96
2/8/2022,44147.59
2/9/2022,44402.94
2/10/2022,43477.29
2/11/2022,42391.54
2/12/2022,42217.48
2/13/2022,42097.33
2/14/2022,42572.56
2/15/2022,44469.73
2/16/2022,43897.22
2/17/2022,40553.82
2/18/2022,39993.11
2/19/2022,40089.18
2/20/2022,38426.4
2/21/2022,37075.4
2/22/2022,38261.46
2/23/2022,37225
2/24/2022,38367.61
2/25/2022,39212.8
2/26/2022,39138.21
2/27/2022,37700
2/28/2022,43206.02
3/1/2022,44412.2
3/2/2022,43862.75
3/3/2022,42432
3/4/2022,39205.77
3/5/2022,39390.89
3/6/2022,38432.11
3/7/2022,38004.69
3/8/2022,38724.21
3/9/2022,41985.86
3/10/2022,39454.87
3/11/2022,38670.76
3/12/2022,38767.98
3/13/2022,37780.14
3/14/2022,39644.88
3/15/2022,39361.36
3/16/2022,41109.85
3/17/2022,40964.07
3/18/2022,41806.03
3/19/2022,42219.55
3/20/2022,41271.13
3/21/2022,41009.98
3/22/2022,42359.88
3/23/2022,42940.28
3/24/2022,43979.48
3/25/2022,44355.11
3/26/2022,44548.42
3/27/2022,46819.78
3/28/2022,47191.31
3/29/2022,47430.74
3/30/2022,47022.82
3/31/2022,45475.83
4/1/2022,46222.43
4/2/2022,45871.46
4/3/2022,46358.05
4/4/2022,46568.89
4/5/2022,45449.25
4/6/2022,43206.04
4/7/2022,43432.08
4/8/2022,42281.5
4/9/2022,42773.37
4/10/2022,42177.2
4/11/2022,39615.2
4/12/2022,40105.2
4/13/2022,41101.04
4/14/2022,39910.05
4/15/2022,40566.6
4/16/2022,40378.25
4/17/2022,39670.73
4/18/2022,40817.48
4/19/2022,41480.25
4/20/2022,41350.25
4/21/2022,40464.52
4/22/2022,39708.2
4/23/2022,39468.1
4/24/2022,39489.71
4/25/2022,40490.41
4/26/2022,38102.78
4/27/2022,39188.42
4/28/2022,39737.71
4/29/2022,38597.17
4/30/2022,37658.53
5/1/2022,38496.42
5/2/2022,38488.36
5/3/2022,37708.41
5/4/2022,39671.83
5/5/2022,36516.79
5/6/2022,36013.22
5/7/2022,35445.54
5/8/2022,34089.76
5/9/2022,30176.73
5/10/2022,30961.83
5/11/2022,29027.82
5/12/2022,28959.93
5/13/2022,29292.4
5/14/2022,30012.62
5/15/2022,31258.75
5/16/2022,29854.67
5/17/2022,30391.04
5/18/2022,28762.93
5/19/2022,30258.84
5/20/2022,29138.15
5/21/2022,29426.6
5/22/2022,30221.12
5/23/2022,29095.68
5/24/2022,29605.66
5/25/2022,29487.83
5/26/2022,29160.96
5/27/2022,28608.55
5/28/2022,28974.3
5/29/2022,29441.17
5/30/2022,31691.54
5/31/2022,31804.27
6/1/2022,29779.16
6/2/2022,30428.98
6/3/2022,29684.67
6/4/2022,29832.02
6/5/2022,29893.98
6/6/2022,31324.88
6/7/2022,31073.76
6/8/2022,30195.33
6/9/2022,30070.71
6/10/2022,29061.88
6/11/2022,28381.45
6/12/2022,26633.35
6/13/2022,22333
6/14/2022,22122.57
6/15/2022,22544.07
6/16/2022,20336.62
6/17/2022,20421.22
6/18/2022,18989.21
6/19/2022,20520.28
6/20/2022,20534.33
6/21/2022,20675.12
6/22/2022,19997.23
6/23/2022,21121.55
6/24/2022,21206.32
6/25/2022,21474.76
6/26/2022,21025.22
6/27/2022,20718.74
6/28/2022,20251.34
6/29/2022,20094.43
